please remove the booking for hannah aretha on the twenty eighth of june at ten ten am for a party of two people,reservation
i need to fix the name on our reservation it should be lynett not camille,reservation
update our booking to kore nicholle please,reservation
striving to exceed expectations for two at four twenty five pm,reservation
could you check on the reservation listed as kandace anastasia for two people,reservation
could i have a table reserved for seventeen under trish on the twenty eighth of august,reservation
my reservation on the sixteenth of may at in five hours and ten minutes needs a timing adjustment to a different slot like in three hours and thirty minutes,reservation
is there any way to shift my reservation on the fourteenth of february from eight oh five am to in seven hours and ten minutes instead,reservation
is it possible to change my reservation on the twenty sixth at in six hours and thirty five minutes to be at twelve forty am for a group of two,reservation
can we arrange a booking for two on the day after easter monday at fifty five past three,reservation
cant go to the december third appointment,reservation
please change the reservation from the eighteenth of august to the third of february for elie denice,reservation
getting all our ducks in a row for three on october fourth,reservation
i will need a table for six under sidonnie roch on three days from now at in four hours and forty five minutes,reservation
i need to update my reservation date,reservation
i need to sneak a swift peek at the details for the reservation on november twenty second for a party of two,reservation
can you reschedule my reservation date from the day after christmas to march twenty ninth,reservation
make a reservation for three hours and twenty minutes from now on april third for a group of three please,reservation
hi this is bertha melisenda can you change our twelve fifty am party to two,reservation
i need to change the party size under joana dallas to sixteen,reservation
wed like to reserve a table for january fourth at ten ten at night for a group of seventeen,reservation
my name is tori felipa i would like to arrange for a table at six hours and fifty minutes from now,reservation
is there a way to change anitra ernaline reservation from the twenty ninth of june to the sixth,reservation
please cancel the scheduled booking that i have set for good friday,reservation
i want to modify my reservation time from in one hour and fifty five minutes to in three hours and twenty minutes on the thirty first,reservation
im not going to be able to make it to my booking on the twenty fifth of may,reservation
i want to update the date of my reservation on the eighth to october thirteenth,reservation
is there a way to modify my reservation time from nine twenty five pm on october twelfth to in nine hours,reservation
we've put our last name down as cassy,reservation
you got reservation details for marylinda on april fifth,reservation
i need to reschedule my reservation time on the eighteenth of october from twenty till ten to in fifty minutes,reservation
i need to book a table reservation for a group of three at eight at night on the tenth of december,reservation
id like to book a reservation for one twenty five am on the fifth of august for twelve people please,reservation
would it be alright to update the time of my reservation to four fifty am,reservation
confirm booking info for three person party reserved march eleventh,reservation
i want to verify the specifics of my five guest reservation on may fifth at eight twenty five in the evening,reservation
would you mind bringing up my reservation deets for two people on independence day when you're able,reservation
please reserve a dining reservation for two on the seventeenth at thirty till six,reservation
could you help me reschedule my the first of june reservation from one oh five pm to seven fifteen for fifteen,reservation
i cant be present at the the sixth of july appointment,reservation
i need to review the specifics of my reservation on four days from now for two at three hours and fifteen minutes from now,reservation
please modify the reservation under avivah to march eighteenth instead,reservation
please check for pavla,reservation
i need to make a booking for a group of eighteen for three ten pm on june fourteenth,reservation
id prefer the nineteenth of june,reservation
is it feasible to modify the time of my booking from five twenty am to forty past six on january ninth,reservation
please secure a spot for seven hours and forty five minutes from now on august eighth for three patrons,reservation
i need to modify the time of my reservation on december second from one to eight oh five pm if thats okay,reservation
please process cancellation of the booking i made for the twenty fourth of august at twelve thirty am,reservation
can we adjust our reservation from ten fifty am to six twenty five pm,reservation
it might be under lillis carma,reservation
something came up so i have to cancel my reservation on june twenty second,reservation
lemme view the specifics for two at seven fifty,reservation
i need to book a reservation for seventeen patrons on november twenty first at eleven fifteen at night,reservation
we need to arrange a booking for three guests on the twenty seventh of january at eleven twenty at night please,reservation
i made a booking for the seventeenth of october at twelve fifty pm for six people but we need to modify the time to ten fifty five in the morning please,reservation
i booked a table for july nineteenth at ten but i need to modify it to nine,reservation
my name is brita i need to set up a booking for two on the twenty seventh of february at thirty past two,reservation
would it be possible to modify my reservation details for december nineteenth from seven to seven pm and adjust the group size to two,reservation
i need to cancel the reservation that i made for the sixteenth of april at eight forty pm,reservation
id like to book a spot for a party of two on the eighth of july at four fifty pm,reservation
check on booking confirmation for five person group on the ninth of august,reservation
can we change the time for my reservation on the third of july to six forty pm,reservation
i booked a table for two on december fourth at ten forty in the morning but need to reschedule it to eight fifteen am,reservation
could you edit the reservation for drusie from the twenty first of january to may twenty ninth,reservation
need to modify our booking to two on the seventeenth of may at one twenty,reservation
can you set me up with a reservation for two under yolande,reservation
i will not be able to keep my reservation on may fourth at seven hours and fifteen minutes from now and would appreciate if you could cancel it please,reservation
could you set up a table for two under the name ruthy at nine twenty at night,reservation
i need to modify the reservation from six fifteen to nine forty in the morning on the fifth of january,reservation
can we adjust the reservation for rozele to one fifty pm on july third,reservation
we got a group of fifteen people,reservation
need to bump up our reservation to two for the twenty second of february in twenty five minutes,reservation
is there a reservation under tilly for the seventh of april at fifty five till five,reservation
can you pull up the info for the booking i made on three days from today for two people,reservation
would it be alright to change my reservation for the fourth of november from ten oh five am to ten thirty five at night please,reservation
id like to book for me a spot for a party of fourteen people at six twenty five am on june twenty sixth,reservation
is there a listing for marilyn costanza on may twenty third for five guests,reservation
